level,prompt_profile,model,project,run,criterion,dimension,n,TP,FP,FN,TN,precision,recall,F1,specificity,accuracy,balanced_accuracy,FPR,FNR,NPV,MCC
project_criterion,few_shot,GPT-5-Mini,BADCamp,3,Problem-oriented,,69,7,1,19,42,0.875,0.2692307692307692,0.4117647058823529,0.9767441860465116,0.7101449275362319,0.6229874776386404,0.023255813953488372,0.7307692307692307,0.6885245901639344,0.37230758233377653
project_criterion,few_shot,GPT-5-Mini,BADCamp,3,Unambiguous,,69,14,1,26,28,0.9333333333333333,0.35,0.509090909090909,0.9655172413793104,0.6086956521739131,0.6577586206896552,0.034482758620689655,0.65,0.5185185185185185,0.37758052096000544
project_criterion,few_shot,GPT-5-Mini,BADCamp,3,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,3,Unique,,69,1,0,1,67,1.0,0.5,0.6666666666666666,1.0,0.9855072463768116,0.75,0.0,0.5,0.9852941176470589,0.7018882096342189
project_criterion,few_shot,GPT-5-Mini,BADCamp,3,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Atomic,,69,0,0,5,64,,0.0,0.0,1.0,0.927536231884058,0.5,0.0,1.0,0.927536231884058,
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Complete,,69,0,14,0,55,0.0,,0.0,0.7971014492753623,0.7971014492753623,,0.2028985507246377,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Conceptually sound,,69,1,1,3,64,0.5,0.25,0.3333333333333333,0.9846153846153847,0.9420289855072463,0.6173076923076923,0.015384615384615385,0.75,0.9552238805970149,0.3268065572052932
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Conflict-free,,69,0,2,0,67,0.0,,0.0,0.9710144927536232,0.9710144927536232,,0.028985507246376812,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Estimatable,,69,0,2,28,39,0.0,0.0,0.0,0.9512195121951219,0.5652173913043478,0.47560975609756095,0.04878048780487805,1.0,0.582089552238806,-0.1427791143709263
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Full sentence,,69,4,0,4,61,1.0,0.5,0.6666666666666666,1.0,0.9420289855072463,0.75,0.0,0.5,0.9384615384615385,0.6850042111044058
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Independent,,69,3,36,0,30,0.07692307692307693,1.0,0.14285714285714285,0.45454545454545453,0.4782608695652174,0.7272727272727273,0.5454545454545454,0.0,1.0,0.18698939800169143
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Minimal,,69,6,1,12,50,0.8571428571428571,0.3333333333333333,0.48,0.9803921568627451,0.8115942028985508,0.6568627450980392,0.0196078431372549,0.6666666666666666,0.8064516129032258,0.456274588824114
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Problem-oriented,,69,6,1,20,42,0.8571428571428571,0.23076923076923078,0.36363636363636365,0.9767441860465116,0.6956521739130435,0.6037567084078712,0.023255813953488372,0.7692307692307693,0.6774193548387096,0.333059801100157
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Unambiguous,,69,13,0,27,29,1.0,0.325,0.49056603773584906,1.0,0.6086956521739131,0.6625,0.0,0.675,0.5178571428571429,0.4102481827242766
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Unique,,69,1,4,1,63,0.2,0.5,0.2857142857142857,0.9402985074626866,0.927536231884058,0.7201492537313433,0.05970149253731343,0.5,0.984375,0.2849211071743068
project_criterion,few_shot,GPT-5-Mini,BADCamp,4,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Atomic,,69,1,1,4,63,0.5,0.2,0.2857142857142857,0.984375,0.927536231884058,0.5921875,0.015625,0.8,0.9402985074626866,0.2849211071743068
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Complete,,69,0,11,0,58,0.0,,0.0,0.8405797101449275,0.8405797101449275,,0.15942028985507245,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Conceptually sound,,69,1,0,3,65,1.0,0.25,0.4,1.0,0.9565217391304348,0.625,0.0,0.75,0.9558823529411765,0.4888461805469018
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Conflict-free,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Estimatable,,69,1,0,27,41,1.0,0.03571428571428571,0.06896551724137931,1.0,0.6086956521739131,0.5178571428571429,0.0,0.9642857142857143,0.6029411764705882,0.1467433591184901
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Full sentence,,69,4,1,4,60,0.8,0.5,0.6153846153846154,0.9836065573770492,0.927536231884058,0.7418032786885246,0.01639344262295082,0.5,0.9375,0.5972100435069506
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Independent,,69,3,29,0,37,0.09375,1.0,0.17142857142857143,0.5606060606060606,0.5797101449275363,0.7803030303030303,0.4393939393939394,0.0,1.0,0.229252738657182
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Minimal,,69,7,1,11,50,0.875,0.3888888888888889,0.5384615384615384,0.9803921568627451,0.8260869565217391,0.684640522875817,0.0196078431372549,0.6111111111111112,0.819672131147541,0.5064871676999133
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Problem-oriented,,69,5,0,21,43,1.0,0.19230769230769232,0.3225806451612903,1.0,0.6956521739130435,0.5961538461538461,0.0,0.8076923076923077,0.671875,0.3594533777407451
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Unambiguous,,69,14,1,26,28,0.9333333333333333,0.35,0.509090909090909,0.9655172413793104,0.6086956521739131,0.6577586206896552,0.034482758620689655,0.65,0.5185185185185185,0.37758052096000544
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Uniform,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Unique,,69,0,2,2,65,0.0,0.0,0.0,0.9701492537313433,0.9420289855072463,0.48507462686567165,0.029850746268656716,1.0,0.9701492537313433,-0.029850746268656716
project_criterion,few_shot,GPT-5-Mini,BADCamp,5,Well-formed,,69,0,0,0,69,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Complete,,53,0,2,1,50,0.0,0.0,0.0,0.9615384615384616,0.9433962264150944,0.4807692307692308,0.038461538461538464,1.0,0.9803921568627451,-0.027461751819054487
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Conceptually sound,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Conflict-free,,53,0,4,0,49,0.0,,0.0,0.9245283018867925,0.9245283018867925,,0.07547169811320754,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Estimatable,,53,4,1,4,44,0.8,0.5,0.6153846153846154,0.9777777777777777,0.9056603773584906,0.7388888888888889,0.022222222222222223,0.5,0.9166666666666666,0.5851558829982036
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Full sentence,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Independent,,53,0,21,0,32,0.0,,0.0,0.6037735849056604,0.6037735849056604,,0.39622641509433965,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Minimal,,53,3,0,11,39,1.0,0.21428571428571427,0.35294117647058826,1.0,0.7924528301886793,0.6071428571428571,0.0,0.7857142857142857,0.78,0.4088310863215482
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Problem-oriented,,53,16,0,8,29,1.0,0.6666666666666666,0.8,1.0,0.8490566037735849,0.8333333333333333,0.0,0.3333333333333333,0.7837837837837838,0.7228571937267572
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Unambiguous,,53,6,2,3,42,0.75,0.6666666666666666,0.7058823529411765,0.9545454545454546,0.9056603773584906,0.8106060606060606,0.045454545454545456,0.3333333333333333,0.9333333333333333,0.6515327693178214
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Unique,,53,1,1,1,50,0.5,0.5,0.5,0.9803921568627451,0.9622641509433962,0.7401960784313726,0.0196078431372549,0.5,0.9803921568627451,0.4803921568627451
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,1,Well-formed,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Complete,,53,0,1,1,51,0.0,0.0,0.0,0.9807692307692307,0.9622641509433962,0.49038461538461536,0.019230769230769232,1.0,0.9807692307692307,-0.019230769230769232
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Conceptually sound,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Conflict-free,,53,0,4,0,49,0.0,,0.0,0.9245283018867925,0.9245283018867925,,0.07547169811320754,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Estimatable,,53,4,1,4,44,0.8,0.5,0.6153846153846154,0.9777777777777777,0.9056603773584906,0.7388888888888889,0.022222222222222223,0.5,0.9166666666666666,0.5851558829982036
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Full sentence,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Independent,,53,0,32,0,21,0.0,,0.0,0.39622641509433965,0.39622641509433965,,0.6037735849056604,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Minimal,,53,1,1,13,38,0.5,0.07142857142857142,0.125,0.9743589743589743,0.7358490566037735,0.5228937728937729,0.02564102564102564,0.9285714285714286,0.7450980392156863,0.10593600753769197
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Problem-oriented,,53,12,1,12,28,0.9230769230769231,0.5,0.6486486486486487,0.9655172413793104,0.7547169811320755,0.7327586206896552,0.034482758620689655,0.5,0.7,0.538565734518896
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Unambiguous,,53,6,2,3,42,0.75,0.6666666666666666,0.7058823529411765,0.9545454545454546,0.9056603773584906,0.8106060606060606,0.045454545454545456,0.3333333333333333,0.9333333333333333,0.6515327693178214
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Unique,,53,2,2,0,49,0.5,1.0,0.6666666666666666,0.9607843137254902,0.9622641509433962,0.9803921568627452,0.0392156862745098,0.0,1.0,0.6931032800836721
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,2,Well-formed,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Complete,,53,0,1,1,51,0.0,0.0,0.0,0.9807692307692307,0.9622641509433962,0.49038461538461536,0.019230769230769232,1.0,0.9807692307692307,-0.019230769230769232
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Conceptually sound,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Conflict-free,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Estimatable,,53,3,1,5,44,0.75,0.375,0.5,0.9777777777777777,0.8867924528301887,0.6763888888888889,0.022222222222222223,0.625,0.8979591836734694,0.4781062652873621
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Full sentence,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Independent,,53,0,34,0,19,0.0,,0.0,0.3584905660377358,0.3584905660377358,,0.6415094339622641,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Minimal,,53,0,0,14,39,,0.0,0.0,1.0,0.7358490566037735,0.5,0.0,1.0,0.7358490566037735,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Problem-oriented,,53,14,1,10,28,0.9333333333333333,0.5833333333333334,0.717948717948718,0.9655172413793104,0.7924528301886793,0.7744252873563219,0.034482758620689655,0.4166666666666667,0.7368421052631579,0.6064867472847055
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Unambiguous,,53,6,4,3,40,0.6,0.6666666666666666,0.631578947368421,0.9090909090909091,0.8679245283018868,0.7878787878787878,0.09090909090909091,0.3333333333333333,0.9302325581395349,0.55252639055719
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Unique,,53,2,0,0,51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,3,Well-formed,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Atomic,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Complete,,53,0,2,1,50,0.0,0.0,0.0,0.9615384615384616,0.9433962264150944,0.4807692307692308,0.038461538461538464,1.0,0.9803921568627451,-0.027461751819054487
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Conceptually sound,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Conflict-free,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Estimatable,,53,4,1,4,44,0.8,0.5,0.6153846153846154,0.9777777777777777,0.9056603773584906,0.7388888888888889,0.022222222222222223,0.5,0.9166666666666666,0.5851558829982036
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Full sentence,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Independent,,53,0,34,0,19,0.0,,0.0,0.3584905660377358,0.3584905660377358,,0.6415094339622641,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Minimal,,53,5,1,9,38,0.8333333333333334,0.35714285714285715,0.5,0.9743589743589743,0.8113207547169812,0.6657509157509157,0.02564102564102564,0.6428571428571429,0.8085106382978723,0.4612726440340401
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Problem-oriented,,53,15,1,9,28,0.9375,0.625,0.75,0.9655172413793104,0.8113207547169812,0.7952586206896552,0.034482758620689655,0.375,0.7567567567567568,0.6402894539260715
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Unambiguous,,53,6,3,3,41,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9318181818181818,0.8867924528301887,0.7992424242424242,0.06818181818181818,0.3333333333333333,0.9318181818181818,0.5984848484848485
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Unique,,53,1,1,1,50,0.5,0.5,0.5,0.9803921568627451,0.9622641509433962,0.7401960784313726,0.0196078431372549,0.5,0.9803921568627451,0.4803921568627451
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,4,Well-formed,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Atomic,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Complete,,53,0,12,1,40,0.0,0.0,0.0,0.7692307692307693,0.7547169811320755,0.38461538461538464,0.23076923076923078,1.0,0.975609756097561,-0.0750234484920533
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Conceptually sound,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Conflict-free,,53,0,4,0,49,0.0,,0.0,0.9245283018867925,0.9245283018867925,,0.07547169811320754,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Estimatable,,53,4,0,4,45,1.0,0.5,0.6666666666666666,1.0,0.9245283018867925,0.75,0.0,0.5,0.9183673469387755,0.6776309271789385
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Full sentence,,53,0,1,0,52,0.0,,0.0,0.9811320754716981,0.9811320754716981,,0.018867924528301886,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Independent,,53,0,32,0,21,0.0,,0.0,0.39622641509433965,0.39622641509433965,,0.6037735849056604,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Minimal,,53,2,0,12,39,1.0,0.14285714285714285,0.25,1.0,0.7735849056603774,0.5714285714285714,0.0,0.8571428571428571,0.7647058823529411,0.33052034351759896
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Problem-oriented,,53,15,1,9,28,0.9375,0.625,0.75,0.9655172413793104,0.8113207547169812,0.7952586206896552,0.034482758620689655,0.375,0.7567567567567568,0.6402894539260715
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Unambiguous,,53,6,2,3,42,0.75,0.6666666666666666,0.7058823529411765,0.9545454545454546,0.9056603773584906,0.8106060606060606,0.045454545454545456,0.3333333333333333,0.9333333333333333,0.6515327693178214
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Uniform,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Unique,,53,2,4,0,47,0.3333333333333333,1.0,0.5,0.9215686274509803,0.9245283018867925,0.9607843137254901,0.0784313725490196,0.0,1.0,0.5542468245138262
project_criterion,few_shot,GPT-5-Mini,PlanningPoker,5,Well-formed,,53,0,0,0,53,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Atomic,,60,6,0,3,51,1.0,0.6666666666666666,0.8,1.0,0.95,0.8333333333333333,0.0,0.3333333333333333,0.9444444444444444,0.7934920476158722
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Complete,,60,0,14,0,46,0.0,,0.0,0.7666666666666667,0.7666666666666667,,0.23333333333333334,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Conceptually sound,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Conflict-free,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Estimatable,,60,7,6,16,31,0.5384615384615384,0.30434782608695654,0.3888888888888889,0.8378378378378378,0.6333333333333333,0.5710928319623971,0.16216216216216217,0.6956521739130435,0.6595744680851063,0.16780310209245125
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Full sentence,,60,1,1,0,58,0.5,1.0,0.6666666666666666,0.9830508474576272,0.9833333333333333,0.9915254237288136,0.01694915254237288,0.0,1.0,0.7010887416930994
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Independent,,60,0,2,0,58,0.0,,0.0,0.9666666666666667,0.9666666666666667,,0.03333333333333333,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Minimal,,60,0,0,12,48,,0.0,0.0,1.0,0.8,0.5,0.0,1.0,0.8,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Problem-oriented,,60,9,0,33,18,1.0,0.21428571428571427,0.35294117647058826,1.0,0.45,0.6071428571428571,0.0,0.7857142857142857,0.35294117647058826,0.27500954910846337
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Unambiguous,,60,16,13,5,26,0.5517241379310345,0.7619047619047619,0.64,0.6666666666666666,0.7,0.7142857142857142,0.3333333333333333,0.23809523809523808,0.8387096774193549,0.40905840415191286
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Uniform,,60,0,0,3,57,,0.0,0.0,1.0,0.95,0.5,0.0,1.0,0.95,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Unique,,60,0,2,0,58,0.0,,0.0,0.9666666666666667,0.9666666666666667,,0.03333333333333333,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,1,Well-formed,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Atomic,,60,3,0,6,51,1.0,0.3333333333333333,0.5,1.0,0.9,0.6666666666666666,0.0,0.6666666666666666,0.8947368421052632,0.5461186812727502
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Complete,,60,0,9,0,51,0.0,,0.0,0.85,0.85,,0.15,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Conceptually sound,,60,0,1,0,59,0.0,,0.0,0.9833333333333333,0.9833333333333333,,0.016666666666666666,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Conflict-free,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Estimatable,,60,6,7,17,30,0.46153846153846156,0.2608695652173913,0.3333333333333333,0.8108108108108109,0.6,0.535840188014101,0.1891891891891892,0.7391304347826086,0.6382978723404256,0.08459495229454154
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Full sentence,,60,1,0,0,59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Independent,,60,0,39,0,21,0.0,,0.0,0.35,0.35,,0.65,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Minimal,,60,0,0,12,48,,0.0,0.0,1.0,0.8,0.5,0.0,1.0,0.8,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Problem-oriented,,60,14,0,28,18,1.0,0.3333333333333333,0.5,1.0,0.5333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.391304347826087,0.3611575592573076
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Unambiguous,,60,17,9,4,30,0.6538461538461539,0.8095238095238095,0.723404255319149,0.7692307692307693,0.7833333333333333,0.7893772893772895,0.23076923076923078,0.19047619047619047,0.8823529411764706,0.5570706251171438
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Uniform,,60,0,0,3,57,,0.0,0.0,1.0,0.95,0.5,0.0,1.0,0.95,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Unique,,60,0,1,0,59,0.0,,0.0,0.9833333333333333,0.9833333333333333,,0.016666666666666666,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,2,Well-formed,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Atomic,,60,3,0,6,51,1.0,0.3333333333333333,0.5,1.0,0.9,0.6666666666666666,0.0,0.6666666666666666,0.8947368421052632,0.5461186812727502
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Complete,,60,0,14,0,46,0.0,,0.0,0.7666666666666667,0.7666666666666667,,0.23333333333333334,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Conceptually sound,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Conflict-free,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Estimatable,,60,12,6,11,31,0.6666666666666666,0.5217391304347826,0.5853658536585366,0.8378378378378378,0.7166666666666667,0.6797884841363102,0.16216216216216217,0.4782608695652174,0.7380952380952381,0.38150105974497217
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Full sentence,,60,0,0,1,59,,0.0,0.0,1.0,0.9833333333333333,0.5,0.0,1.0,0.9833333333333333,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Independent,,60,0,3,0,57,0.0,,0.0,0.95,0.95,,0.05,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Minimal,,60,1,2,11,46,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.9583333333333334,0.7833333333333333,0.5208333333333334,0.041666666666666664,0.9166666666666666,0.8070175438596491,0.07647191129018725
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Problem-oriented,,60,5,0,37,18,1.0,0.11904761904761904,0.2127659574468085,1.0,0.38333333333333336,0.5595238095238095,0.0,0.8809523809523809,0.32727272727272727,0.1973855084879307
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Unambiguous,,60,18,12,3,27,0.6,0.8571428571428571,0.7058823529411765,0.6923076923076923,0.75,0.7747252747252746,0.3076923076923077,0.14285714285714285,0.9,0.5241424183609591
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Uniform,,60,0,0,3,57,,0.0,0.0,1.0,0.95,0.5,0.0,1.0,0.95,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Unique,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,3,Well-formed,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Atomic,,60,7,0,2,51,1.0,0.7777777777777778,0.875,1.0,0.9666666666666667,0.8888888888888888,0.0,0.2222222222222222,0.9622641509433962,0.8651171440654583
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Complete,,60,0,12,0,48,0.0,,0.0,0.8,0.8,,0.2,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Conceptually sound,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Conflict-free,,60,0,0,0,60,,,,1.0,1.0,,0.0,,1.0,
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Estimatable,,60,0,1,23,36,0.0,0.0,0.0,0.972972972972973,0.6,0.4864864864864865,0.02702702702702703,1.0,0.6101694915254238,-0.10264482299902933
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Full sentence,,60,1,0,0,59,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
project_criterion,few_shot,GPT-5-Mini,Zooniverse,4,Independent,,60,0,4,0,56,0.0,,0.0,0.9333333333333333,0.9333333333333333,,0.06666666666666667,,1.0,
