original_path,new_path,original_sha256,bytes,scope,preservation,operation
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/unambiguous.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/unambiguous.parsed.json,22a62fb225c4b059f7b2bc8cee851fd7e4137a6f3e097380a379b1835d4f3e90,22557,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/unambiguous.request.json,cf8106701f587b9488be09adf1652077cfcbde55f7d8761ce173cac2cef66f86,9563,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/unambiguous.response.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/unambiguous.response.json,bce4fb3b6be7b027fe4ff53eefce8257553964ebfa0eb1f511433f0417b00dc5,25937,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/uniform.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/uniform.parsed.json,1d4c8a1e6f7586bbc837c06e2022bbde3df28a27e54512c0e84890cf5ea1fe56,17178,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/uniform.request.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/uniform.request.json,8dbd8d300df0eb71da6ea13a2f1a1f29d756960f33d0699424697e11af578980,9552,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/uniform.response.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/uniform.response.json,e248aaed76d2c51faf8cdea1b87dffc71ceb1359884f658b5660f0596557ab07,20562,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/unique.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/unique.parsed.json,07452c2411a89ea392c407aec6b2e2577edc2e75f1c2020edcf6e34a11e14986,22285,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/unique.request.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/unique.request.json,e96a3a6438d3e3baf14f95c298ed10d6130b469147c040b061125db6030861f3,9617,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/unique.response.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/unique.response.json,4519f7f2773accfb2f3102dd639a4d1fa1a207cba8e83e173f2f6bb8d31b6b3c,25622,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/well_formed.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/well_formed.parsed.json,29cebae8438b055dcee7defae389cc9bb34bf98d321c65a1151ca6b0794f06e8,25031,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/well_formed.request.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/well_formed.request.json,0dac72006130df5d5f8bfa9c2cd084333d2dea2b6ae51417a7469271a562852b,9503,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-4.1/Zooniverse/run_05/well_formed.response.json,outputs/raw/archive/previous_single_prompt/GPT-4.1/Zooniverse/run_05/well_formed.response.json,fc7457fd27bd2267670ab73ee412fca5f5ca4921adebf3b3873319e3f85cbb01,28411,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/atomic.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/atomic.parsed.json,dfc04e35cbd83ac77f6335e805e87156eaac9187244c87fb34151c7434f6b993,23029,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/atomic.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/atomic.request.json,b2d0330ca238f36d5901df9bc452bd1fba7914b1c706bb71c81989c077deba6d,13661,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/atomic.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/atomic.response.json,7053d39237be70201bc914ada1176820fac072bdfa68470472f7c93242ca8372,26684,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/complete.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/complete.parsed.json,9d4f5a03d7b0ec8ae6baefde33a41ce969e8496079c5d40591505ec9ac1921d5,32267,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/complete.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/complete.request.json,5883e1cc92964ec6a0ab0b39d5c413afcbf5cf5a93b69806ad98197ac0f09a21,13802,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/complete.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/complete.response.json,1cdb707ffee352f65cb3198ef63ac9b82d4155be3aece545c3ebdee3a2c3ff5a,34220,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/conceptually_sound.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/conceptually_sound.parsed.json,63f9e897472d7ae0c3cc8335343bc441b34ee2c47075a4159e176ec5430152f1,28095,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/conceptually_sound.request.json,3b131ce7979bef9b4c2587e87f7744c1b10f2285f842e9755ec38619889e8db5,13701,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/conceptually_sound.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/conceptually_sound.response.json,79e45a0cae693b685e5f3534741c6cf6edf609c66d76bf49be6858dae369bdff,31722,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/conflict_free.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/conflict_free.parsed.json,249fd684a797b728532d121011b4b162c713a1a78213ea20fb4d3e2e009c0519,26212,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/conflict_free.request.json,0f52bab994409c5c9215f080b72ab7414421deca100ebdda000fcaab6eb5c182,13638,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/conflict_free.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/conflict_free.response.json,140f8da6c9aedac815c6ce39710cfc50cd59ab8a44d2d905698a70c3245aaf41,29828,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/estimatable.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/estimatable.parsed.json,77df3b4da53fecfece8da0cc3de7dd88d87cb0f0a7e153c4f014493f5e151745,26410,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/estimatable.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/estimatable.request.json,f3806abbb12ec7c5acd4055c78c5cb83220825569ee966f4d969263ad50a77f0,13707,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/estimatable.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/estimatable.response.json,812ae9ddfe755f954c3f805748639389696871f5cc254c1368057a575a1ddd9c,29882,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/full_sentence.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/full_sentence.parsed.json,7735a47f73b6050846f48adbf1e3390a575ee25ca7cc589bdee9b5833334ccf5,28178,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/full_sentence.request.json,13852e09a53bb030dd8ed5fdf173d2afbae2ee5849754babace648ce793bf66f,13628,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/full_sentence.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/full_sentence.response.json,8b78700d0b78d6bbcf12782b7f0bd7de27453bcbb09467f7ebdfbe796355d9c9,31874,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/independent.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/independent.parsed.json,9ca262e10c915d94b289a0b800f3328c198a3a2f66b6da2db56835fc89af1213,26080,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/independent.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/independent.request.json,46f59bff18d9b96942ca612a909aa6fd283ae24de2ca5ed208b5a84d09422057,13720,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/independent.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/independent.response.json,6572eb63c97b93e518241bfc6066861130222058a4df9a2d05f689906966db6d,28667,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/minimal.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/minimal.parsed.json,fc1ca0f863aeeebae13a5e697507a3c81214cea697f00d5a54823fbc1721607f,27628,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/minimal.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/minimal.request.json,98ec590b57804f3ca70c1e9bb643e93a502fd44400b120af95e95087b4f7ead7,13680,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/minimal.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/minimal.response.json,8b5fd825ee4d340bc19cf836263f33765a3d154f39b8ac6a9401ebd9b108e33c,31282,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/problem_oriented.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/problem_oriented.parsed.json,547633c0354cd78d3944e95d8793b3374e5f7fdab25a61f28d4f2dea13c94ba9,24475,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/problem_oriented.request.json,8dc3badfc4e4c3758c89e794377fa1a1732dc469e997b1a70d83c0bcc2a3a9ca,13726,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/problem_oriented.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/problem_oriented.response.json,7aa801bc384c14215e6bc3d3a3acdb58ac1e9f82dd0592b84adbcc3c1157f896,28120,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/unambiguous.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/unambiguous.parsed.json,424e8df5b73ac8837528e62ed3aed61a549095b35d3f6abb31e1e95b5364525b,26552,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/unambiguous.request.json,00a1a8ad99251d5dbfb6a4f1d8c5f1b585e110b04cc742da94319c81d5b95fd9,13704,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/unambiguous.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/unambiguous.response.json,ed9516a367a40d5a8335bb5dd0b030b07b714ef2729b4055f5e02f90b5acfe61,29827,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/uniform.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/uniform.parsed.json,44b7b99ff6884195511a06d97d01ad5d93a646db807d94341b579503372446dd,26735,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/uniform.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/uniform.request.json,40fad098a7988c52768fd9e8d85c8768f0047a0f2c235241be4c1ba2ac62234d,13693,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/uniform.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/uniform.response.json,1829de3ed31af2a4c11b0f84ca7726b1e46e45aefd9afaf669021238bdea00ec,30390,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/unique.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/unique.parsed.json,b98db28cce812ea0d3e984bb17e87ad5eb50879d6653cb8787b75633cdbb81b2,24832,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/unique.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/unique.request.json,4caebd8bb3a276d5afa81671a44a089b93e53bfefaf0e2574684238c6c75c444,13758,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/unique.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/unique.response.json,97256df6b9c52588f2e1a3804df15550bfebbb00459369f732cfe9d9cdd575da,28359,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/well_formed.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/well_formed.parsed.json,763b01c902d6c3f78418b3fefe478b916b2823e73320cdc20fcbc8a1ab1d2f2f,25986,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/well_formed.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/well_formed.request.json,34505a34ca22e7154cd2e315662f9fcff07bca43f9f3b38e75ccaacee10f0a37,13644,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_01/well_formed.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_01/well_formed.response.json,a5e61c878b8de6cbdec3b4eff0d07a8aeb8d7512ca9b901d6e3710883a830293,29636,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/atomic.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/atomic.parsed.json,40b1bc77bc40368f46cfa9c0ec639ce152b76ac11d7ef017087e979447092128,23066,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/atomic.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/atomic.request.json,b2d0330ca238f36d5901df9bc452bd1fba7914b1c706bb71c81989c077deba6d,13661,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/atomic.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/atomic.response.json,a2bd7baa0f0a081e6679f6b165007f42c677112e4d8244c25ada26adbf141c07,26724,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/complete.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/complete.parsed.json,8cd5b993520373f07f35e2ea30637f0ac74abc66ba74dcbee323491682f0ae1a,30661,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/complete.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/complete.request.json,5883e1cc92964ec6a0ab0b39d5c413afcbf5cf5a93b69806ad98197ac0f09a21,13802,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/complete.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/complete.response.json,131080e3f8b9a2f4f06769f90feb68e4fee71c00fc4d98eae7beee9dc15b23ed,32641,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/conceptually_sound.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/conceptually_sound.parsed.json,44377398ba0584436bea38bdaea27c7067c2b61c9c79104116dbdb9986d9f320,28265,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/conceptually_sound.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/conceptually_sound.request.json,3b131ce7979bef9b4c2587e87f7744c1b10f2285f842e9755ec38619889e8db5,13701,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/conceptually_sound.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/conceptually_sound.response.json,2e79b6806ff4ad9b0d171d125c36bf01ece43f69c63e8771a63b0368e352c189,31911,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/conflict_free.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/conflict_free.parsed.json,41b0e94bdf06c3b3add86a796443ad05b422151ab7c9e6e90834d6b92afb7451,28517,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/conflict_free.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/conflict_free.request.json,0f52bab994409c5c9215f080b72ab7414421deca100ebdda000fcaab6eb5c182,13638,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/conflict_free.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/conflict_free.response.json,a03b33f466f06010b6aae491e3b99800e368ae433b543923fd4a6ce18dc1ec92,30782,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/estimatable.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/estimatable.parsed.json,2ff2a10d131fa3d0bc9f2151ded46892937e966c0e4d07c04a09951a957d2069,24405,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/estimatable.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/estimatable.request.json,f3806abbb12ec7c5acd4055c78c5cb83220825569ee966f4d969263ad50a77f0,13707,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/estimatable.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/estimatable.response.json,e7cdf662147e39977fffb4ce8ac888784c2c00985c3617790a3f474064b2e975,28055,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/full_sentence.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/full_sentence.parsed.json,081cfa1fbc97b725f529840ba66edf72b8542fa4ef86c5294540a09dfaa168ef,27567,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/full_sentence.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/full_sentence.request.json,13852e09a53bb030dd8ed5fdf173d2afbae2ee5849754babace648ce793bf66f,13628,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/full_sentence.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/full_sentence.response.json,81f469fbfed552ae81b924153f4f13a0f805735c82e06bb7b779c748545ad709,31218,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/independent.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/independent.parsed.json,7e3c9b9692b5058d28386a57ed7c7b8cefd1bbae0833b0f68e7eb1f6ed32030f,26498,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/independent.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/independent.request.json,46f59bff18d9b96942ca612a909aa6fd283ae24de2ca5ed208b5a84d09422057,13720,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/independent.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/independent.response.json,829bc8b45def04d84ecce35933db177dfdbc1d9a17ded308bc54a83d39940a95,29345,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/minimal.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/minimal.parsed.json,4abb9d9de4ed41a007244e90f6eed154dc077daa9d0ac6cf5815768320bed734,27398,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/minimal.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/minimal.request.json,98ec590b57804f3ca70c1e9bb643e93a502fd44400b120af95e95087b4f7ead7,13680,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/minimal.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/minimal.response.json,fbbd5c46d9694a9283833904d5430e2d0244928bba2a01120dfed6a47c742005,31053,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/problem_oriented.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/problem_oriented.parsed.json,52519415a37138616c43ea7113215c78cfbab77d901ccbcadbde8f57474ac6fa,24946,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/problem_oriented.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/problem_oriented.request.json,8dc3badfc4e4c3758c89e794377fa1a1732dc469e997b1a70d83c0bcc2a3a9ca,13726,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/problem_oriented.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/problem_oriented.response.json,503da178f082e70192339f47632b41106364af92ca01a6c09643f76ad900fb35,28591,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/unambiguous.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/unambiguous.parsed.json,54131e0f19cf76269e902c148397a5e0c627d64067c7bffb7cc9c9f633e01759,27168,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/unambiguous.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/unambiguous.request.json,00a1a8ad99251d5dbfb6a4f1d8c5f1b585e110b04cc742da94319c81d5b95fd9,13704,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/unambiguous.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/unambiguous.response.json,68c0488b6c0ce8e102c2e43ef7db9e6cfeddf780112b367811bb2020e42a90a6,30210,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/uniform.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/uniform.parsed.json,1e41750be07274435002e1d5f4a7a1aee1d609a2af196a344167f3c5f7acec41,24416,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/uniform.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/uniform.request.json,40fad098a7988c52768fd9e8d85c8768f0047a0f2c235241be4c1ba2ac62234d,13693,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/uniform.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/uniform.response.json,89405f6878c0dc6e0781cce890748ab7b315cf6a5e85ff9d02ffb4836c4257d6,28057,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/unique.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/unique.parsed.json,9b6fe63e404f4aca2d06bb6355b3e5cd618d40e3eea09dc76563cad6d276b97b,28221,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/unique.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/unique.request.json,4caebd8bb3a276d5afa81671a44a089b93e53bfefaf0e2574684238c6c75c444,13758,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/unique.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/unique.response.json,6664065970994ce2d9afa88f0ec56b550944e8271c0ffe7ecbecc695253251b2,30723,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/well_formed.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/well_formed.parsed.json,847286d468339a1077230c271bc93e03de52318f2a03515fbf105cfc68516af2,26817,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/well_formed.request.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/well_formed.request.json,34505a34ca22e7154cd2e315662f9fcff07bca43f9f3b38e75ccaacee10f0a37,13644,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_02/well_formed.response.json,outputs/raw/archive/previous_single_prompt/GPT-5.2/BADCamp/run_02/well_formed.response.json,36ad9c6d76b463a63ec7ba4c3609c5b36e38dde5967c6aa585ab58a405635af3,30470,RQ1-RQ4,unchanged,moved
results/previous_single_prompt/raw/GPT-5.2/BADCamp/run_03/atomic.parsed.json,outputs/parsed/archive/previous_single_prompt/GPT-5.2/BADCamp/run_03/atomic.parsed.json,dc749a35854a580c3dc9616e62fa4cbb953008d83ce68a65f7fc9cc4e0b92d26,23180,RQ1-RQ4,unchanged,moved
