model,project,criterion,dimension,prompt_profile,runs_observed,gt_positive,metric,metric_values_available,exclusion_or_warning
Gemini-3.1-Pro-Preview,BADCamp,Full sentence,pragmatic,zero_shot,5,8.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Independent,pragmatic,few_shot,5,3.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Independent,pragmatic,one_shot,5,3.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Independent,pragmatic,zero_shot,5,3.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Minimal,syntactic,few_shot,5,18.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Minimal,syntactic,one_shot,5,18.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Minimal,syntactic,zero_shot,5,18.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Problem-oriented,semantic,few_shot,5,26.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Problem-oriented,semantic,one_shot,5,26.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Problem-oriented,semantic,zero_shot,5,26.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Unambiguous,semantic,few_shot,5,40.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Unambiguous,semantic,one_shot,5,40.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Unambiguous,semantic,zero_shot,5,40.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Uniform,pragmatic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,BADCamp,Uniform,pragmatic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,BADCamp,Uniform,pragmatic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,BADCamp,Unique,pragmatic,few_shot,5,2.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Unique,pragmatic,one_shot,5,2.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Unique,pragmatic,zero_shot,5,2.0,F1,5,
Gemini-3.1-Pro-Preview,BADCamp,Well-formed,syntactic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,BADCamp,Well-formed,syntactic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,BADCamp,Well-formed,syntactic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Atomic,syntactic,few_shot,5,0.0,F1,2,no_positive_ground_truth;metric_undefined_some_runs_2_of_5
Gemini-3.1-Pro-Preview,PlanningPoker,Atomic,syntactic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Atomic,syntactic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Complete,pragmatic,few_shot,5,1.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Complete,pragmatic,one_shot,5,1.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Complete,pragmatic,zero_shot,5,1.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Conceptually sound,semantic,few_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Conceptually sound,semantic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Conceptually sound,semantic,zero_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Conflict-free,semantic,few_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Conflict-free,semantic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Conflict-free,semantic,zero_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Estimatable,pragmatic,few_shot,5,8.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Estimatable,pragmatic,one_shot,5,8.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Estimatable,pragmatic,zero_shot,5,8.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Full sentence,pragmatic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Full sentence,pragmatic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Full sentence,pragmatic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Independent,pragmatic,few_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Independent,pragmatic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Independent,pragmatic,zero_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,PlanningPoker,Minimal,syntactic,few_shot,5,14.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Minimal,syntactic,one_shot,5,14.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Minimal,syntactic,zero_shot,5,14.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Problem-oriented,semantic,few_shot,5,24.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Problem-oriented,semantic,one_shot,5,24.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Problem-oriented,semantic,zero_shot,5,24.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Unambiguous,semantic,few_shot,5,9.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Unambiguous,semantic,one_shot,5,9.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Unambiguous,semantic,zero_shot,5,9.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Uniform,pragmatic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Uniform,pragmatic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Uniform,pragmatic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Unique,pragmatic,few_shot,5,2.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Unique,pragmatic,one_shot,5,2.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Unique,pragmatic,zero_shot,5,2.0,F1,5,
Gemini-3.1-Pro-Preview,PlanningPoker,Well-formed,syntactic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Well-formed,syntactic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,PlanningPoker,Well-formed,syntactic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Atomic,syntactic,few_shot,5,9.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Atomic,syntactic,one_shot,5,9.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Atomic,syntactic,zero_shot,5,9.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Complete,pragmatic,few_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Complete,pragmatic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Complete,pragmatic,zero_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Conceptually sound,semantic,few_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Conceptually sound,semantic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Conceptually sound,semantic,zero_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Conflict-free,semantic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Conflict-free,semantic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Conflict-free,semantic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Estimatable,pragmatic,few_shot,5,23.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Estimatable,pragmatic,one_shot,5,23.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Estimatable,pragmatic,zero_shot,5,23.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Full sentence,pragmatic,few_shot,5,1.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Full sentence,pragmatic,one_shot,5,1.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Full sentence,pragmatic,zero_shot,5,1.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Independent,pragmatic,few_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Independent,pragmatic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Independent,pragmatic,zero_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Minimal,syntactic,few_shot,5,12.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Minimal,syntactic,one_shot,5,12.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Minimal,syntactic,zero_shot,5,12.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Problem-oriented,semantic,few_shot,5,42.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Problem-oriented,semantic,one_shot,5,42.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Problem-oriented,semantic,zero_shot,5,42.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Unambiguous,semantic,few_shot,5,21.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Unambiguous,semantic,one_shot,5,21.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Unambiguous,semantic,zero_shot,5,21.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Uniform,pragmatic,few_shot,5,3.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Uniform,pragmatic,one_shot,5,3.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Uniform,pragmatic,zero_shot,5,3.0,F1,5,
Gemini-3.1-Pro-Preview,Zooniverse,Unique,pragmatic,few_shot,5,0.0,F1,2,no_positive_ground_truth;metric_undefined_some_runs_2_of_5
Gemini-3.1-Pro-Preview,Zooniverse,Unique,pragmatic,one_shot,5,0.0,F1,5,no_positive_ground_truth
Gemini-3.1-Pro-Preview,Zooniverse,Unique,pragmatic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Well-formed,syntactic,few_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Well-formed,syntactic,one_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
Gemini-3.1-Pro-Preview,Zooniverse,Well-formed,syntactic,zero_shot,5,0.0,F1,0,no_positive_ground_truth;metric_undefined_all_runs
