model,project,criterion,runs,TP_mean,TP_sd,FP_mean,FP_sd,FN_mean,FN_sd,TN_mean,TN_sd,precision_mean,precision_sd,precision_defined_runs,recall_mean,recall_sd,recall_defined_runs,F1_mean,F1_sd,F1_defined_runs,specificity_mean,specificity_sd,specificity_defined_runs,accuracy_mean,accuracy_sd,accuracy_defined_runs,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_defined_runs,FPR_mean,FPR_sd,FPR_defined_runs,FNR_mean,FNR_sd,FNR_defined_runs,NPV_mean,NPV_sd,NPV_defined_runs,MCC_mean,MCC_sd,MCC_defined_runs
GPT-4.1,Zooniverse,Estimatable,5,7.6,0.5477225575051661,8.2,1.0954451150103321,0.4,0.5477225575051661,24.8,1.0954451150103321,0.4823529411764706,0.03946002313234924,5,0.95,0.06846531968814576,5,0.6392727272727272,0.04621664160702834,5,0.7515151515151515,0.03319530651546458,5,0.7902439024390244,0.032722946012192076,5,0.8507575757575757,0.04161067174121105,5,0.2484848484848485,0.033195306515464616,5,0.05,0.06846531968814576,5,0.9842592592592593,0.02161595838875695,5,0.5720879245319768,0.06803282378390695,5
GPT-4.1,Zooniverse,Full sentence,5,1.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,0.5,0.0,5,1.0,0.0,5,0.6666666666666666,0.0,5,0.9827586206896551,0.0,5,0.9830508474576272,0.0,5,0.9913793103448276,0.0,5,0.017241379310344827,0.0,5,0.0,0.0,5,1.0,0.0,5,0.7009845293191765,0.0,5
GPT-4.1,Zooniverse,Independent,5,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-4.1,Zooniverse,Minimal,5,0.0,0.0,0.0,0.0,5.0,0.0,28.0,0.0,,,0,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8484848484848485,0.0,5,0.5,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8484848484848485,0.0,5,,,0
GPT-4.1,Zooniverse,Problem-oriented,5,3.6,4.219004621945797,0.0,0.0,33.4,4.219004621945797,0.0,0.0,1.0,0.0,5,0.0972972972972973,0.11402715194448101,5,0.16323211875843455,0.16985683884699193,5,,,0,0.0972972972972973,0.11402715194448101,5,,,0,,,0,0.9027027027027027,0.11402715194448101,5,0.0,0.0,5,,,0
GPT-4.1,Zooniverse,Unambiguous,5,6.4,1.3416407864998738,14.8,5.06951674225463,5.6,1.3416407864998738,24.2,5.06951674225463,0.3139186176142698,0.0502129405842711,5,0.5333333333333333,0.11180339887498951,5,0.3841892610313663,0.017270664600243242,5,0.6205128205128205,0.12998760877575977,5,0.6,0.07414772706348641,5,0.576923076923077,0.01726014361261058,5,0.37948717948717947,0.12998760877575974,5,0.4666666666666667,0.11180339887498945,5,0.8125100012904891,0.009735768888493774,5,0.1387469733998422,0.04004170091290105,5
GPT-4.1,Zooniverse,Uniform,5,0.0,0.0,0.0,0.0,3.0,0.0,57.0,0.0,,,0,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.95,0.0,5,0.5,0.0,5,0.0,0.0,5,1.0,0.0,5,0.95,0.0,5,,,0
GPT-4.1,Zooniverse,Unique,5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-4.1,Zooniverse,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,BADCamp,Atomic,5,2.0,0.0,6.0,0.7071067811865476,0.0,0.0,54.0,0.7071067811865476,0.2515873015873016,0.02255281307679813,5,1.0,0.0,5,0.40161616161616165,0.0286555526892883,5,0.9,0.01178511301977579,5,0.9032258064516129,0.011404948083653983,5,0.95,0.005892556509887875,5,0.1,0.011785113019775794,5,0.0,0.0,5,1.0,0.0,5,0.475568928280661,0.024351747734894975,5
GPT-5.2,BADCamp,Complete,5,0.0,0.0,22.0,5.0990195135927845,0.0,0.0,45.0,5.0990195135927845,0.0,0.0,5,,,0,0.0,0.0,5,0.6716417910447762,0.07610476885959379,5,0.6716417910447762,0.07610476885959379,5,,,0,0.3283582089552239,0.0761047688595938,5,,,0,1.0,0.0,5,,,0
GPT-5.2,BADCamp,Conceptually sound,5,1.0,0.0,2.6,0.8944271909999159,0.0,0.0,60.4,0.8944271909999159,0.3,0.11180339887498948,5,1.0,0.0,5,0.45333333333333337,0.11925695879998875,5,0.9587301587301587,0.014197256999998664,5,0.959375,0.013975424859373685,5,0.9793650793650793,0.007098628499999357,5,0.04126984126984127,0.014197256999998664,5,0.0,0.0,5,1.0,0.0,5,0.5306545040618537,0.09549009246878101,5
GPT-5.2,BADCamp,Conflict-free,5,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,BADCamp,Estimatable,5,10.2,4.8166378315169185,4.0,3.082207001484488,13.8,4.8166378315169185,16.0,3.082207001484488,0.7372627372627373,0.06305127522737064,5,0.425,0.2006932429798716,5,0.5120312805474095,0.1442822723271613,5,0.8,0.1541103500742244,5,0.5954545454545455,0.04927155315608818,5,0.6124999999999999,0.037730771408905864,5,0.2,0.1541103500742244,5,0.575,0.2006932429798716,5,0.5468521868521868,0.0493457548683533,5,0.2514625581447946,0.06568879791018843,5
GPT-5.2,BADCamp,Full sentence,5,7.0,0.0,2.8,1.0954451150103321,0.0,0.0,55.2,1.0954451150103321,0.7212121212121212,0.07745571520275077,5,1.0,0.0,5,0.8361111111111111,0.05325080420189114,5,0.9517241379310345,0.01888698474155749,5,0.9569230769230769,0.01685300176938973,5,0.9758620689655173,0.009443492370778806,5,0.04827586206896552,0.018886984741557453,5,0.0,0.0,5,1.0,0.0,5,0.8278369243950365,0.05304873776926753,5
GPT-5.2,BADCamp,Independent,5,3.0,0.0,37.6,3.7815340802378072,0.0,0.0,18.4,3.7815340802378072,0.07442622326343257,0.007176782453074071,5,1.0,0.0,5,0.13847505870632604,0.012403241676877872,5,0.32857142857142857,0.06752739428996085,5,0.36271186440677966,0.06409379797013233,5,0.6642857142857143,0.033763697144980426,5,0.6714285714285714,0.06752739428996085,5,0.0,0.0,5,1.0,0.0,5,0.1561982394907016,0.023559068726490214,5
GPT-5.2,BADCamp,Minimal,5,2.4,0.5477225575051661,0.0,0.0,4.6,0.5477225575051661,47.0,0.0,1.0,0.0,5,0.34285714285714286,0.07824607964359516,5,0.5066666666666666,0.08520128672302583,5,1.0,0.0,5,0.9148148148148149,0.010143010324169727,5,0.6714285714285714,0.03912303982179762,5,0.0,0.0,5,0.6571428571428571,0.07824607964359519,5,0.9109351432880844,0.009706998568153363,5,0.5562876880019957,0.06588110882263745,5
GPT-5.2,BADCamp,Problem-oriented,5,14.6,2.3021728866442674,0.0,0.0,8.4,2.3021728866442674,31.0,0.0,1.0,0.0,5,0.6347826086956522,0.10009447333235949,5,0.7729865313690731,0.0737820922587384,5,1.0,0.0,5,0.8444444444444444,0.04263283123415313,5,0.817391304347826,0.05004723666617972,5,0.0,0.0,5,0.3652173913043478,0.10009447333235946,5,0.7890094999851097,0.04728327696659126,5,0.7070401548137217,0.07685391536893776,5
GPT-5.2,BADCamp,Unambiguous,5,27.2,0.8366600265340756,5.0,2.0,5.8,0.8366600265340756,9.0,2.0,0.8478800611153552,0.053879320683731594,5,0.8242424242424242,0.025353334137396245,5,0.8347940681779683,0.02310385518780906,5,0.6428571428571428,0.14285714285714285,5,0.7702127659574468,0.03806073153191128,5,0.7335497835497835,0.06671619288155484,5,0.35714285714285715,0.14285714285714285,5,0.17575757575757575,0.025353334137396228,5,0.6047040678619626,0.05042575794858641,5,0.4594855201222197,0.1144893571377219,5
GPT-5.2,BADCamp,Uniform,5,0.0,0.0,3.4,2.073644135332772,0.0,0.0,65.6,2.073644135332772,0.0,0.0,4,,,0,0.0,0.0,4,0.9507246376811594,0.03005281355554742,5,0.9507246376811594,0.03005281355554742,5,,,0,0.04927536231884058,0.03005281355554742,5,,,0,1.0,0.0,5,,,0
GPT-5.2,BADCamp,Unique,5,2.0,0.0,4.4,0.8944271909999159,0.0,0.0,60.6,0.8944271909999159,0.31666666666666665,0.03726779962499649,5,1.0,0.0,5,0.48,0.04472135954999579,5,0.9323076923076923,0.01376041832307563,5,0.9343283582089552,0.013349659567162962,5,0.9661538461538461,0.0068802091615378395,5,0.06769230769230769,0.01376041832307563,5,0.0,0.0,5,1.0,0.0,5,0.5427157644480642,0.03709151959307749,5
GPT-5.2,BADCamp,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Atomic,5,0.0,0.0,3.4,0.5477225575051661,0.0,0.0,47.6,0.5477225575051661,0.0,0.0,5,,,0,0.0,0.0,5,0.9333333333333333,0.010739657990297398,5,0.9333333333333333,0.010739657990297398,5,,,0,0.06666666666666667,0.010739657990297375,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Complete,5,0.0,0.0,11.4,1.51657508881031,0.0,0.0,40.6,1.51657508881031,0.0,0.0,5,,,0,0.0,0.0,5,0.7807692307692308,0.02916490555404443,5,0.7807692307692308,0.02916490555404443,5,,,0,0.21923076923076923,0.02916490555404442,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Conceptually sound,5,0.0,0.0,0.2,0.4472135954999579,0.0,0.0,51.8,0.4472135954999579,0.0,0.0,1,,,0,0.0,0.0,1,0.9961538461538462,0.008600261451922287,5,0.9961538461538462,0.008600261451922287,5,,,0,0.0038461538461538464,0.008600261451922268,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Conflict-free,5,0.0,0.0,2.4,0.8944271909999159,0.0,0.0,48.6,0.8944271909999159,0.0,0.0,5,,,0,0.0,0.0,5,0.9529411764705882,0.017537788058821873,5,0.9529411764705882,0.017537788058821873,5,,,0,0.047058823529411764,0.01753778805882188,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Estimatable,5,5.0,0.0,8.2,1.0954451150103321,0.0,0.0,30.8,1.0954451150103321,0.380952380952381,0.03260253318483132,5,1.0,0.0,5,0.5510835913312694,0.033914709443044366,5,0.7897435897435897,0.028088336282316172,5,0.8136363636363636,0.0248964798865985,5,0.8948717948717948,0.014044168141158116,5,0.21025641025641026,0.028088336282316217,5,0.0,0.0,5,1.0,0.0,5,0.54836758949845,0.03317168172856691,5
GPT-5.2,PlanningPoker,Full sentence,5,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,5,,,0,0.0,0.0,5,0.9811320754716981,0.0,5,0.9811320754716981,0.0,5,,,0,0.018867924528301886,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Independent,5,0.0,0.0,30.2,1.4832396974191326,0.0,0.0,13.8,1.4832396974191326,0.0,0.0,5,,,0,0.0,0.0,5,0.31363636363636366,0.03370999312316211,5,0.31363636363636366,0.03370999312316211,5,,,0,0.6863636363636364,0.03370999312316212,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Minimal,5,0.0,0.0,0.0,0.0,8.0,0.0,38.0,0.0,,,0,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8260869565217391,0.0,5,0.5,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8260869565217391,0.0,5,,,0
GPT-5.2,PlanningPoker,Problem-oriented,5,16.6,3.646916505762094,2.2,1.6431676725154984,6.4,3.646916505762094,23.8,1.6431676725154984,0.8911363636363636,0.06109391714876649,5,0.7217391304347827,0.15856158720704755,5,0.786517391564398,0.09879562981804489,5,0.9153846153846154,0.06319875663521149,5,0.8244897959183674,0.060540395813025796,5,0.818561872909699,0.06537531261606061,5,0.08461538461538462,0.06319875663521148,5,0.2782608695652174,0.15856158720704755,5,0.7980270427166979,0.08322999216048826,5,0.6617373789978063,0.10696209788284476,5
GPT-5.2,PlanningPoker,Unambiguous,5,5.0,0.0,23.0,3.6742346141747673,0.0,0.0,18.0,3.6742346141747673,0.1808403361344538,0.021712162005573937,5,1.0,0.0,5,0.30582750582750584,0.03150735755543723,5,0.43902439024390244,0.08961547839450652,5,0.5,0.0798746655255384,5,0.7195121951219512,0.044807739197253255,5,0.5609756097560976,0.08961547839450651,5,0.0,0.0,5,1.0,0.0,5,0.2815153393403663,0.045988176020160206,5
GPT-5.2,PlanningPoker,Uniform,5,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,PlanningPoker,Unique,5,2.0,0.0,1.2,1.0954451150103321,0.0,0.0,47.8,1.0954451150103321,0.7,0.27386127875258304,5,1.0,0.0,5,0.7999999999999999,0.18257418583505539,5,0.9755102040816326,0.022356022755312926,5,0.9764705882352941,0.021479315980594733,5,0.9877551020408163,0.011178011377656463,5,0.024489795918367346,0.022356022755312902,5,0.0,0.0,5,1.0,0.0,5,0.815515416349971,0.168410613295116,5
GPT-5.2,PlanningPoker,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,Zooniverse,Atomic,5,3.0,0.0,8.0,2.9154759474226504,0.0,0.0,38.0,2.9154759474226504,0.2878205128205128,0.07208902652210436,5,1.0,0.0,5,0.4430652680652681,0.087664652110595,5,0.8260869565217391,0.06337991190049239,5,0.836734693877551,0.059499509131074504,5,0.9130434782608695,0.03168995595024619,5,0.17391304347826086,0.0633799119004924,5,0.0,0.0,5,1.0,0.0,5,0.4860599395464784,0.0799981225894721,5
GPT-5.2,Zooniverse,Complete,5,0.0,0.0,29.4,19.3597520645281,0.0,0.0,29.6,19.3597520645281,0.0,0.0,5,,,0,0.0,0.0,5,0.5016949152542373,0.32813139092420507,5,0.5016949152542373,0.32813139092420507,5,,,0,0.49830508474576274,0.32813139092420507,5,,,0,1.0,0.0,5,,,0
GPT-5.2,Zooniverse,Conceptually sound,5,0.0,0.0,35.6,28.884251764586182,0.0,0.0,24.4,28.884251764586182,0.0,0.0,5,,,0,0.0,0.0,5,0.4066666666666667,0.48140419607643636,5,0.4066666666666667,0.48140419607643636,5,,,0,0.5933333333333333,0.48140419607643636,5,,,0,1.0,0.0,5,,,0
GPT-5.2,Zooniverse,Conflict-free,5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,Zooniverse,Estimatable,5,8.0,0.0,27.6,3.1304951684997055,0.0,0.0,5.4,3.1304951684997055,0.22630630630630633,0.02256212734053841,5,1.0,0.0,5,0.3686549707602339,0.029291182863155123,5,0.16363636363636364,0.09486348995453653,5,0.32682926829268294,0.07635354069511478,5,0.5818181818181818,0.04743174497726827,5,0.8363636363636363,0.09486348995453654,5,0.0,0.0,5,1.0,0.0,5,0.18913962476261087,0.060934402114666567,5
GPT-5.2,Zooniverse,Full sentence,5,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0,0.0,5
GPT-5.2,Zooniverse,Independent,5,0.0,0.0,13.6,3.2093613071762426,0.0,0.0,39.4,3.2093613071762426,0.0,0.0,5,,,0,0.0,0.0,5,0.7433962264150944,0.06055398692785368,5,0.7433962264150944,0.06055398692785368,5,,,0,0.25660377358490566,0.06055398692785362,5,,,0,1.0,0.0,5,,,0
GPT-5.2,Zooniverse,Minimal,5,0.0,0.0,0.0,0.0,5.0,0.0,28.0,0.0,,,0,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8484848484848485,0.0,5,0.5,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8484848484848485,0.0,5,,,0
GPT-5.2,Zooniverse,Problem-oriented,5,12.6,0.5477225575051661,0.0,0.0,24.4,0.5477225575051661,0.0,0.0,1.0,0.0,5,0.34054054054054056,0.014803312365004491,5,0.5079183673469387,0.016543456838931565,5,,,0,0.34054054054054056,0.014803312365004491,5,,,0,,,0,0.6594594594594595,0.01480331236500446,5,0.0,0.0,5,,,0
GPT-5.2,Zooniverse,Unambiguous,5,12.0,0.0,37.8,1.6431676725154984,0.0,0.0,1.2,1.6431676725154984,0.2411764705882353,0.008054743492723032,5,1.0,0.0,5,0.38857142857142857,0.010432810619146044,5,0.03076923076923077,0.04213250442347432,5,0.25882352941176473,0.03221897397089213,5,0.5153846153846153,0.021066252211737146,5,0.9692307692307692,0.04213250442347429,5,0.0,0.0,5,1.0,0.0,2,0.1386750490563073,0.0,2
GPT-5.2,Zooniverse,Uniform,5,0.0,0.0,0.0,0.0,3.0,0.0,57.0,0.0,,,0,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.95,0.0,5,0.5,0.0,5,0.0,0.0,5,1.0,0.0,5,0.95,0.0,5,,,0
GPT-5.2,Zooniverse,Unique,5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
GPT-5.2,Zooniverse,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,BADCamp,Atomic,5,2.0,0.0,0.2,0.4472135954999579,0.0,0.0,59.8,0.4472135954999579,0.9333333333333333,0.14907119849998599,5,1.0,0.0,5,0.96,0.08944271909999157,5,0.9966666666666667,0.007453559924999322,5,0.9967741935483871,0.007213122508063831,5,0.9983333333333333,0.0037267799624996364,5,0.003333333333333333,0.007453559924999299,5,0.0,0.0,5,1.0,0.0,5,0.9619327706865483,0.08512091245995075,5
Gemini-3.1-Pro-Preview,BADCamp,Complete,5,0.0,0.0,5.8,0.4472135954999579,0.0,0.0,61.2,0.4472135954999579,0.0,0.0,5,,,0,0.0,0.0,5,0.9134328358208955,0.006674829783581481,5,0.9134328358208955,0.006674829783581481,5,,,0,0.08656716417910447,0.006674829783581462,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,BADCamp,Conceptually sound,5,1.0,0.0,13.2,0.4472135954999579,0.0,0.0,49.8,0.4472135954999579,0.07047619047619047,0.0021295885499997983,5,1.0,0.0,5,0.13166666666666665,0.0037267799624996485,5,0.7904761904761904,0.007098628499999307,5,0.79375,0.006987712429686843,5,0.8952380952380952,0.0035493142499996534,5,0.2095238095238095,0.007098628499999332,5,0.0,0.0,5,1.0,0.0,5,0.23601819388045533,0.004644412056526871,5
Gemini-3.1-Pro-Preview,BADCamp,Conflict-free,5,0.0,0.0,3.4,0.8944271909999159,0.0,0.0,65.6,0.8944271909999159,0.0,0.0,5,,,0,0.0,0.0,5,0.9507246376811594,0.012962712913042266,5,0.9507246376811594,0.012962712913042266,5,,,0,0.04927536231884058,0.012962712913042261,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,BADCamp,Estimatable,5,1.4,0.5477225575051661,0.8,0.4472135954999579,22.6,0.5477225575051661,19.2,0.4472135954999579,0.6666666666666666,0.2041241452319315,5,0.05833333333333333,0.02282177322938192,5,0.10602849002849003,0.03847032504889474,5,0.96,0.022360679774997918,5,0.4681818181818182,0.01244823994329925,5,0.5091666666666667,0.0122899010031272,5,0.04,0.022360679774997897,5,0.9416666666666667,0.02282177322938196,5,0.45934149042487105,0.006391935606027538,5,0.046213567501244994,0.06739271728050013,5
Gemini-3.1-Pro-Preview,BADCamp,Full sentence,5,1.8,2.04939015319192,0.0,0.0,5.2,2.04939015319192,58.0,0.0,1.0,0.0,3,0.2571428571428571,0.29277002188455997,5,0.34444444444444444,0.35224149964771906,5,1.0,0.0,5,0.92,0.031529079279875666,5,0.6285714285714286,0.14638501094227999,5,0.0,0.0,5,0.7428571428571429,0.29277002188455997,5,0.9185103785103785,0.030418813980587104,5,0.618898215796082,0.18364133989265388,3
Gemini-3.1-Pro-Preview,BADCamp,Independent,5,3.0,0.0,44.6,0.5477225575051661,0.0,0.0,11.4,0.5477225575051661,0.06303191489361702,0.0007283544647675054,5,1.0,0.0,5,0.11858823529411765,0.0012887589588356835,5,0.20357142857142857,0.00978075995544939,5,0.2440677966101695,0.009283433178053654,5,0.6017857142857143,0.00489037997772468,5,0.7964285714285715,0.009780759955449421,5,0.0,0.0,5,1.0,0.0,5,0.11326126506722091,0.003369325601093081,5
Gemini-3.1-Pro-Preview,BADCamp,Minimal,5,5.0,0.0,1.2,0.4472135954999579,2.0,0.0,45.8,0.4472135954999579,0.8095238095238095,0.053239713749995005,5,0.7142857142857143,0.0,5,0.7582417582417583,0.024572175576920777,5,0.9744680851063829,0.009515182882977792,5,0.9407407407407408,0.008281733249999208,5,0.8443768996960487,0.004757591441488896,5,0.02553191489361702,0.009515182882977829,5,0.2857142857142857,0.0,5,0.9581560283687943,0.0003964659534574039,5,0.7269041980042129,0.03084190404932891,5
Gemini-3.1-Pro-Preview,BADCamp,Problem-oriented,5,16.6,2.073644135332772,1.0,0.0,6.4,2.073644135332772,30.0,0.0,0.9424394319131161,0.007889099046493599,5,0.7217391304347825,0.09015844066664229,5,0.8151050004708541,0.06436193949703702,5,0.967741935483871,0.0,5,0.8629629629629629,0.03840081732097725,5,0.8447405329593267,0.04507922033332115,5,0.03225806451612903,0.0,5,0.2782608695652174,0.09015844066664226,5,0.8261904761904761,0.04422422766906358,5,0.7276497126777882,0.07278527200893345,5
Gemini-3.1-Pro-Preview,BADCamp,Unambiguous,5,8.6,0.5477225575051661,0.0,0.0,24.4,0.5477225575051661,14.0,0.0,1.0,0.0,5,0.2606060606060606,0.01659765325773229,5,0.4132404181184669,0.020992850636086486,5,1.0,0.0,5,0.4808510638297872,0.011653671436280117,5,0.6303030303030303,0.008298826628866145,5,0.0,0.0,5,0.7393939393939394,0.01659765325773229,5,0.36464237516869097,0.005174167209900342,5,0.3081894144293809,0.012041645600945193,5
Gemini-3.1-Pro-Preview,BADCamp,Uniform,5,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,BADCamp,Unique,5,2.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,1.0,0.0,5
Gemini-3.1-Pro-Preview,BADCamp,Well-formed,5,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Atomic,5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Complete,5,0.0,0.0,13.6,0.8944271909999159,0.0,0.0,38.4,0.8944271909999159,0.0,0.0,5,,,0,0.0,0.0,5,0.7384615384615384,0.017200522903844575,5,0.7384615384615384,0.017200522903844575,5,,,0,0.26153846153846155,0.017200522903844526,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Conceptually sound,5,0.0,0.0,11.2,9.444575162494075,0.0,0.0,40.8,9.444575162494075,0.0,0.0,5,,,0,0.0,0.0,5,0.7846153846153846,0.18162644543257836,5,0.7846153846153846,0.18162644543257836,5,,,0,0.21538461538461537,0.18162644543257836,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Conflict-free,5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Estimatable,5,5.0,0.0,3.8,0.4472135954999579,0.0,0.0,35.2,0.4472135954999579,0.5694444444444444,0.031056499687497068,5,1.0,0.0,5,0.7252747252747253,0.024572175576920777,5,0.9025641025641026,0.0114670152692297,5,0.9136363636363636,0.010163945352271763,5,0.9512820512820512,0.005733507634614875,5,0.09743589743589744,0.011467015269229688,5,0.0,0.0,5,1.0,0.0,5,0.7167899355534323,0.02390613243293142,5
Gemini-3.1-Pro-Preview,PlanningPoker,Full sentence,5,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Independent,5,0.0,0.0,31.6,0.5477225575051661,0.0,0.0,12.4,0.5477225575051661,0.0,0.0,5,,,0,0.0,0.0,5,0.2818181818181818,0.01244823994329925,5,0.2818181818181818,0.01244823994329925,5,,,0,0.7181818181818183,0.012448239943299218,5,,,0,1.0,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Minimal,5,0.0,0.0,0.0,0.0,8.0,0.0,38.0,0.0,,,0,0.0,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8260869565217391,0.0,5,0.5,0.0,5,0.0,0.0,5,1.0,0.0,5,0.8260869565217391,0.0,5,,,0
Gemini-3.1-Pro-Preview,PlanningPoker,Problem-oriented,5,20.6,0.8944271909999159,3.4,0.8944271909999159,2.4,0.8944271909999159,22.6,0.8944271909999159,0.8599523809523809,0.029277195818782558,5,0.8956521739130434,0.03888813873912675,5,0.8764506769825918,0.010784287112265074,5,0.8692307692307693,0.034401045807689094,5,0.8816326530612245,0.009126808071427723,5,0.8824414715719063,0.009415176093818912,5,0.13076923076923078,0.034401045807689073,5,0.10434782608695652,0.038888138739126776,5,0.9054285714285714,0.02703109824089366,5,0.7651257206369599,0.017474322734781618,5
Gemini-3.1-Pro-Preview,PlanningPoker,Unambiguous,5,5.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.8333333333333334,0.0,5,1.0,0.0,5,0.9090909090909091,0.0,5,0.975609756097561,0.0,5,0.9782608695652174,0.0,5,0.9878048780487805,0.0,5,0.024390243902439025,0.0,5,0.0,0.0,5,1.0,0.0,5,0.9016696346674323,0.0,5
Gemini-3.1-Pro-Preview,PlanningPoker,Uniform,5,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,0,,,0,,,0,1.0,0.0,5,1.0,0.0,5,,,0,0.0,0.0,5,,,0,1.0,0.0,5,,,0
