prompt_profile,model,project,criterion,story_id,violation_frequency,flip
few_shot,DeepSeek-V4-Pro,PlanningPoker,Atomic,PP-050,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Atomic,PP-051,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Atomic,PP-052,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Atomic,PP-053,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-001,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-002,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-003,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-004,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-005,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-006,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-007,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-008,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-009,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-010,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-011,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-012,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-013,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-014,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-015,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-016,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-017,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-018,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-019,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-020,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-021,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-022,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-023,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-024,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-025,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-026,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-027,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-028,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-029,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-030,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-031,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-032,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-033,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-034,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-035,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-036,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-037,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-038,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-039,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-040,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-041,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-042,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-043,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-044,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-045,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-046,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-047,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-048,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-049,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-050,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-051,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-052,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Complete,PP-053,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-001,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-002,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-003,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-004,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-005,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-006,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-007,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-008,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-009,0.4,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-010,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-011,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-012,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-013,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-014,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-015,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-016,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-017,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-018,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-019,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-020,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-021,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-022,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-023,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-024,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-025,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-026,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-027,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-028,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-029,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-030,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-031,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-032,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-033,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-034,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-035,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-036,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-037,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-038,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-039,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-040,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-041,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-042,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-043,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-044,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-045,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-046,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-047,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-048,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-049,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-050,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-051,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-052,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conceptually sound,PP-053,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-001,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-002,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-003,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-004,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-005,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-006,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-007,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-008,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-009,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-010,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-011,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-012,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-013,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-014,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-015,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-016,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-017,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-018,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-019,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-020,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-021,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-022,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-023,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-024,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-025,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-026,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-027,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-028,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-029,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-030,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-031,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-032,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-033,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-034,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-035,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-036,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-037,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-038,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-039,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-040,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-041,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-042,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-043,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-044,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-045,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-046,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-047,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-048,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-049,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-050,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-051,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-052,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Conflict-free,PP-053,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-001,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-002,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-003,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-004,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-005,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-006,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-007,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-008,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-009,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-010,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-011,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-012,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-013,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-014,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-015,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-016,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-017,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-018,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-019,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-020,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-021,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-022,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-023,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-024,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-025,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-026,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-027,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-028,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-029,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-030,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-031,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-032,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-033,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-034,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-035,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-036,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-037,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-038,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-039,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-040,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-041,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-042,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-043,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-044,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-045,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-046,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-047,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-048,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-049,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-050,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-051,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-052,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Estimatable,PP-053,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-001,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-002,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-003,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-004,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-005,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-006,0.4,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-007,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-008,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-009,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-010,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-011,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-012,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-013,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-014,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-015,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-016,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-017,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-018,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-019,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-020,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-021,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-022,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-023,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-024,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-025,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-026,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-027,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-028,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-029,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-030,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-031,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-032,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-033,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-034,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-035,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-036,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-037,0.4,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-038,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-039,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-040,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-041,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-042,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-043,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-044,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-045,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-046,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-047,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-048,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-049,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-050,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-051,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-052,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Full sentence,PP-053,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-001,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-002,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-003,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-004,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-005,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-006,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-007,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-008,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-009,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-010,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-011,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-012,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-013,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-014,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-015,0.6,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-016,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-017,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-018,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-019,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-020,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-021,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-022,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-023,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-024,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-025,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-026,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-027,0.4,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-028,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-029,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-030,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-031,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-032,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-033,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-034,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-035,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-036,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-037,0.4,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-038,0.8,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-039,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-040,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-041,1.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-042,0.2,1
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-043,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-044,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-045,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-046,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-047,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-048,0.0,0
few_shot,DeepSeek-V4-Pro,PlanningPoker,Independent,PP-049,0.0,0
