story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Semantic,Problem-oriented,Violation,export a transcript of a game as a HTML file,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Pragmatic,Independent,No Violation,,,Story + Backlog,PP-017,
PP-018,PlanningPoker,"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Syntactic,Atomic,No Violation,,,Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Syntactic,Minimal,No Violation,,,Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Semantic,Problem-oriented,Violation,export a transcript of a game as a CSV file,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Pragmatic,Independent,No Violation,,,Story + Backlog,PP-017,
PP-019,PlanningPoker,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Syntactic,Atomic,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Syntactic,Minimal,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Semantic,Problem-oriented,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-020,PlanningPoker,"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Syntactic,Atomic,No Violation,,,Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Syntactic,Minimal,Violation,"create an account for the application by entering my name, email address, a password and a username","The story incorporates solution, interface, technology, format, field, or constraint details that exceed the minimal description of the stakeholder need.",Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Semantic,Problem-oriented,Violation,"create an account for the application by entering my name, email address, a password and a username","The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-021,PlanningPoker,"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Syntactic,Atomic,No Violation,,,Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Syntactic,Minimal,No Violation,,,Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Semantic,Problem-oriented,Violation,log in using my account name and password,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-022,PlanningPoker,"As a moderator, I want to log in using my account name and password, so that I can start using the application.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Syntactic,Atomic,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Syntactic,Minimal,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Semantic,Problem-oriented,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-023,PlanningPoker,"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Syntactic,Atomic,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Syntactic,Minimal,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Semantic,Problem-oriented,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-024,PlanningPoker,"As a moderator, I want to delete my account, so that account information and games are no longer stored.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Syntactic,Atomic,No Violation,,,Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Syntactic,Minimal,No Violation,,,Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Semantic,Problem-oriented,Violation,see dates and times in my local timezone,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-025,PlanningPoker,"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Syntactic,Atomic,No Violation,,,Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Syntactic,Minimal,No Violation,,,Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Semantic,Problem-oriented,Violation,get a password reminder by email,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-026,PlanningPoker,"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Pragmatic,Complete,Violation,get a password reminder by email,"The backlog is missing a necessary complementary requirement for the described flow, leaving an evident gap in the requirement set.",Story + Backlog,"PP-021, PP-022",A decisão deve ser confirmada com conhecimento do escopo do produto.
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Syntactic,Atomic,No Violation,,,Story only,,Requer alinhamento da regra de fronteira para Atomic.
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Syntactic,Minimal,Violation,"select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}","The story incorporates solution, interface, technology, format, field, or constraint details that exceed the minimal description of the stakeholder need.",Story only,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Semantic,Problem-oriented,Violation,"select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}","The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-027,PlanningPoker,"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Syntactic,Atomic,No Violation,,,Story only,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Syntactic,Minimal,Violation,invite up to 15 estimators,"The story embeds additional implementation, interface, field, constraint, or workflow detail beyond the minimal role–means–optional end structure.",Story only,,Revisar durante a calibração do critério Minimal.
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Semantic,Unambiguous,Violation,invite up to 15 estimators,"The highlighted wording leaves a key term, scope, reference, or expected behavior open to materially different interpretations.",Story only,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Pragmatic,Full sentence,No Violation,,,Story only,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
PP-028,PlanningPoker,"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Syntactic,Well-formed,No Violation,,,Story only,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Syntactic,Atomic,No Violation,,,Story only,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Syntactic,Minimal,No Violation,,,Story only,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Semantic,Conceptually sound,No Violation,,,Story only,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Semantic,Problem-oriented,Violation,join a game by entering my name on the page I received the URL for,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Semantic,Unambiguous,No Violation,,,Story only,,
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
PP-029,PlanningPoker,"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",Pragmatic,Full sentence,No Violation,,,Story only,,
